"cid","cmpdname","cmpdsynonym","mw","mf","polararea","complexity","xlogp","heavycnt","hbonddonor","hbondacc","rotbonds","inchi","isosmiles","inchikey","iupacname","meshheadings","annothits","annothitcnt","aids","cidcdate","sidsrcname","depcatg","annotation"
104618,"Fructose 1-(barium phosphate)","Fructose 1-(barium phosphate)|SCHEMBL11064239|DTXSID20968613|D-Fructose-1-phosphatebarium salt|Barium 1-O-phosphonatohex-2-ulose|EINECS 258-811-2|barium(2+);[(3S,4R,5R)-3,4,5,6-tetrahydroxy-2-oxohexyl] phosphate",395.450,"C6H11BaO9P",170.000,262.000,"",17,4,9,6,"InChI=1S/C6H13O9P.Ba/c7-1-3(8)5(10)6(11)4(9)2-15-16(12,13)14;/h3,5-8,10-11H,1-2H2,(H2,12,13,14);/q;+2/p-2/t3-,5-,6-;/m1./s1","C([C@H]([C@H]([C@@H](C(=O)COP(=O)([O-])[O-])O)O)O)O.[Ba+2]","PVYXSCGRJSOHGH-BAOOBMCLSA-L","barium(2+);[(3S,4R,5R)-3,4,5,6-tetrahydroxy-2-oxohexyl] phosphate","","Classification|Names and Identifiers|Patents|Safety and Hazards",4,"",20050808,"AAA Chemistry|ABI Chem|AHH Chemical co.,ltd|BLD Pharm|ChemIDplus|ChemSpider|EPA DSSTox|ISpharm|Japan Chemical Substance Dictionary (Nikkaji)|NextBio|PATENTSCOPE (WIPO)|SureChEMBL|THE BioTek","Chemical Vendors|Curation Efforts|Governmental Organizations|Legacy Depositors|Research and Development|Subscription Services",""
92043157,"D-Fructose 1-phosphate sodium salt","D-Fructose 1-phosphate sodium salt|103213-46-3|D-FRUCTOSE 1-PHOSPHATE SODIUM|sodium ((3S,4S,5R)-2,3,4-trihydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl)methyl hydrogenphosphate",282.120,"C6H12NaO9P",160.000,301.000,"",17,5,9,4,"InChI=1S/C6H13O9P.Na/c7-1-3-4(8)5(9)6(10,15-3)2-14-16(11,12)13;/h3-5,7-10H,1-2H2,(H2,11,12,13);/q;+1/p-1/t3-,4-,5+,6?;/m1./s1","C([C@@H]1[C@H]([C@@H](C(O1)(COP(=O)(O)[O-])O)O)O)O.[Na+]","QZAYWIYBPHVPDE-WYVTXLGVSA-M","sodium;[(3S,4S,5R)-2,3,4-trihydroxy-5-(hydroxymethyl)oxolan-2-yl]methyl hydrogen phosphate","","Classification|Safety and Hazards",2,"",20151111,"3B Scientific (Wuhan) Corp|BOC Sciences|Glentham Life Sciences Ltd.","Chemical Vendors",""
53398690,"D-Fructose, 1,6-bis(dihydrogen phosphate), calcium salt (1:2)","6055-82-9|D-Fructose-1,6-diphosphate dicalcium salt|D-Fructose, 1,6-bis(dihydrogen phosphate), calcium salt (1:2)|SCHEMBL21693706|dicalcium;[(2R,3R,4S)-2,3,4-trihydroxy-5-oxo-6-phosphonatooxyhexyl] phosphate|KM0414|VC30929|DA-34990|A832779|dicalcium (2,3,4-trihydroxy-5-oxo-6-phosphonatooxyhexyl) phosphate|dicalcium [2,3,4-tris(oxidanyl)-5-oxidanylidene-6-phosphonatooxy-hexyl] phosphate",416.240,"C6H10Ca2O12P2",223.000,387.000,"",22,3,12,7,"InChI=1S/C6H14O12P2.2Ca/c7-3(1-17-19(11,12)13)5(9)6(10)4(8)2-18-20(14,15)16;;/h3,5-7,9-10H,1-2H2,(H2,11,12,13)(H2,14,15,16);;/q;2*+2/p-4","C(C(C(C(C(=O)COP(=O)([O-])[O-])O)O)O)OP(=O)([O-])[O-].[Ca+2].[Ca+2]","MKSZTTCFYSGQHA-UHFFFAOYSA-J","dicalcium;(2,3,4-trihydroxy-5-oxo-6-phosphonatooxyhexyl) phosphate","","Classification|Names and Identifiers|Patents|Use and Manufacturing",4,"",20111030,"3WAY PHARM INC|Amadis Chemical|Angel Pharmatech Ltd.|Aurum Pharmatech LLC|BOC Sciences|Debye Scientific Co., Ltd|EPA Substance Registry Services|LEAPCHEM|NORMAN Suspect List Exchange|SureChEMBL|ToxPlanet|Vesino Industrial Co., Ltd","Chemical Vendors|Curation Efforts|Governmental Organizations|Research and Development|Subscription Services",""
44585517,"Uridine-5''-fructose-6''-tetraphosphate","CHEMBL500840|BDBM50270544|Uridine-5''-fructose-6''-tetraphosphate",724.300,"C16H28N2O22P4",364.000,1330.000,-8.100,44,10,22,14,"InChI=1S/C16H28N2O22P4/c1-2-16(25)13(23)11(21)8(37-16)6-35-42(28,29)39-44(32,33)40-43(30,31)38-41(26,27)34-5-7-10(20)12(22)14(36-7)18-4-3-9(19)17-15(18)24/h3-4,7-8,10-14,20-23,25H,2,5-6H2,1H3,(H,26,27)(H,28,29)(H,30,31)(H,32,33)(H,17,19,24)/t7-,8+,10-,11+,12-,13-,14-,16+/m1/s1","CC[C@]1([C@@H]([C@H]([C@@H](O1)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)O)O)O","IRHOAYPWMKMNPQ-MLTZJJJHSA-N","[[(2R,3S,4R,5R)-5-(2,4-dioxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [[[(2S,3R,4R,5S)-5-ethyl-3,4,5-trihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl] hydrogen phosphate","","Biological Test Results|Classification|Biological Test Results: Active",3,"404830,404832,404834",20100126,"BindingDB|ChEMBL","Curation Efforts|Research and Development",""
45038091,"Keto-D-fructose Phthalazin-1-ylhydrazone","Keto-D-fructose Phthalazin-1-ylhydrazone|J-002070",322.320,"C14H18N4O5",151.000,397.000,-1.000,23,6,9,7,"InChI=1S/C14H18N4O5/c19-6-10(12(22)13(23)11(21)7-20)16-18-14-9-4-2-1-3-8(9)5-15-17-14/h1-5,11-13,19-23H,6-7H2,(H,17,18)/b16-10+","C1=CC=C2C(=C1)C=NN=C2N/N=C(\\CO)/C(C(C(CO)O)O)O","JTXLYEKQSQUJTI-MHWRWJLKSA-N","(5E)-5-(phthalazin-1-ylhydrazinylidene)hexane-1,2,3,4,6-pentol","","",0,"",20100329,"Ambinter|Biosynth Carbosynth|Chembase.cn|Tractus","Chemical Vendors|Legacy Depositors",""
54245579,"1,3,4,6-Tetra-O-methyl fructose","SCHEMBL10626118|1,3,4,6-tetra-O-methyl fructose|(3S,4R,5R)-5-hydroxy-1,3,4,6-tetramethoxyhexan-2-one",236.260,"C10H20O6",74.200,196.000,-1.100,16,1,6,9,"InChI=1S/C10H20O6/c1-13-5-7(11)9(15-3)10(16-4)8(12)6-14-2/h7,9-11H,5-6H2,1-4H3/t7-,9-,10-/m1/s1","COC[C@H]([C@H]([C@@H](C(=O)COC)OC)OC)O","QTBDRSBSJQPPRP-SZEHBUNVSA-N","(3S,4R,5R)-5-hydroxy-1,3,4,6-tetramethoxyhexan-2-one","","Literature|Patents",2,"",20111204,"Google Patents|IBM|PATENTSCOPE (WIPO)|Springer Nature|SureChEMBL","Curation Efforts|Governmental Organizations|Journal Publishers|Research and Development",""
54516295,"1-O-Lauroyl-D-fructose","1-O-Lauroyl-D-fructose|SCHEMBL411760",362.500,"C18H34O7",124.000,359.000,2.500,25,4,7,17,"InChI=1S/C18H34O7/c1-2-3-4-5-6-7-8-9-10-11-16(22)25-13-15(21)18(24)17(23)14(20)12-19/h14,17-20,23-24H,2-13H2,1H3/t14-,17-,18-/m1/s1","CCCCCCCCCCCC(=O)OCC(=O)[C@H]([C@@H]([C@@H](CO)O)O)O","YMQJHZNWHQUKTP-ZTFGCOKTSA-N","[(3S,4R,5R)-3,4,5,6-tetrahydroxy-2-oxohexyl] dodecanoate","","Patents",1,"",20111204,"IBM|Japan Chemical Substance Dictionary (Nikkaji)|SureChEMBL","Curation Efforts|Governmental Organizations|Research and Development",""
71309883,"D-Fructose-1,1,3,4,5,6,6-d7, 97 atom % D","D-Fructose-1,1,3,4,5,6,6-d7, 97 atom % D",187.200,"C6H12O6",110.000,162.000,-2.800,12,5,6,1,"InChI=1S/C6H12O6/c7-2-6(11)5(10)4(9)3(8)1-12-6/h3-5,7-11H,1-2H2/t3-,4-,5+,6?/m1/s1/i1D2,2D2,3D,4D,5D","[2H][C@]1([C@](C(OC([C@@]1([2H])O)(C([2H])([2H])O)O)([2H])[2H])([2H])O)O","LKDRXBCSQODPBY-PCYAFHAWSA-N","(3S,4R,5R)-3,4,5,6,6-pentadeuterio-2-[dideuterio(hydroxy)methyl]oxane-2,3,4,5-tetrol","","",0,"",20130517,"Aurora Fine Chemicals LLC|Chembase.cn|Sigma-Aldrich","Chemical Vendors|Legacy Depositors",""
86593867,"Ornithine Glutamine Fructose","Ornithine Glutamine Fructose",458.460,"C16H34N4O11",314.000,388.000,"",31,11,14,13,"InChI=1S/C6H12O6.C5H10N2O3.C5H12N2O2/c7-1-3(9)5(11)6(12)4(10)2-8;6-3(5(9)10)1-2-4(7)8;6-3-1-2-4(7)5(8)9/h3,5-9,11-12H,1-2H2;3H,1-2,6H2,(H2,7,8)(H,9,10);4H,1-3,6-7H2,(H,8,9)/t3-,5-,6-;3-;4-/m100/s1","C(C[C@@H](C(=O)O)N)CN.C(CC(=O)N)[C@@H](C(=O)O)N.C([C@H]([C@H]([C@@H](C(=O)CO)O)O)O)O","FKTNIQKVQMKRPZ-WVDFFTACSA-N","(2S)-2,5-diamino-5-oxopentanoic acid;(2S)-2,5-diaminopentanoic acid;(3S,4R,5R)-1,3,4,5,6-pentahydroxyhexan-2-one","","Patents",1,"",20150202,"NextMove Software","Curation Efforts|Research and Development",""
86604621,"Fructose hydroxypropyl trimethylammonium chloride","SCHEMBL4595794|fructose hydroxypropyl trimethylammonium chloride",333.800,"C12H28ClNO7",138.000,203.000,"",21,6,8,8,"InChI=1S/C6H16NO.C6H12O6.ClH/c1-7(2,3)5-4-6-8;7-1-3(9)5(11)6(12)4(10)2-8;/h8H,4-6H2,1-3H3;3,5-9,11-12H,1-2H2;1H/q+1;;/p-1/t;3-,5-,6-;/m.1./s1","C[N+](C)(C)CCCO.C([C@H]([C@H]([C@@H](C(=O)CO)O)O)O)O.[Cl-]","DMCOTSSJIXFTEY-OIAYJOIBSA-M","3-hydroxypropyl(trimethyl)azanium;(3S,4R,5R)-1,3,4,5,6-pentahydroxyhexan-2-one;chloride","","Patents",1,"",20150202,"NextMove Software|SureChEMBL","Curation Efforts|Research and Development",""
90658395,"CDP-D-fructose","CDP-D-fructose",563.300,"C15H23N3O16P2-2",307.000,979.000,-7.400,36,7,16,10,"InChI=1S/C15H25N3O16P2/c16-8-1-2-18(14(24)17-8)13-11(22)9(20)6(32-13)3-30-35(26,27)34-36(28,29)31-4-7-10(21)12(23)15(25,5-19)33-7/h1-2,6-7,9-13,19-23,25H,3-5H2,(H,26,27)(H,28,29)(H2,16,17,24)/p-2/t6-,7-,9-,10-,11-,12+,13-,15-/m1/s1","C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)([O-])OC[C@@H]3[C@H]([C@@H]([C@](O3)(CO)O)O)O)O)O","NYIULHRSJADUMD-HWEKWTFHSA-L","[[(2R,3S,4R,5R)-5-(4-amino-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-oxidophosphoryl] [(2R,3S,4S,5R)-3,4,5-trihydroxy-5-(hydroxymethyl)oxolan-2-yl]methyl phosphate","","Biomolecular Interactions and Pathways|Literature|Pharmacology and Biochemistry",3,"",20150306,"BioCyc","Curation Efforts|Subscription Services",""
90658215,"6-Deoxy-L-fructose 1-phosphate","6-deoxy-L-fructose 1-phosphate|L-rhamnulose-1P|L-rhamnulose-1-P|[(3R,4S,5S)-3,4,5-trihydroxy-2-oxohexyl] phosphate",242.120,"C6H11O8P-2",150.000,248.000,-3.500,15,3,8,5,"InChI=1S/C6H13O8P/c1-3(7)5(9)6(10)4(8)2-14-15(11,12)13/h3,5-7,9-10H,2H2,1H3,(H2,11,12,13)/p-2/t3-,5-,6-/m0/s1","C[C@@H]([C@@H]([C@H](C(=O)COP(=O)([O-])[O-])O)O)O","KNYGWWDTPGSEPD-FUTKDDECSA-L","[(3R,4S,5S)-3,4,5-trihydroxy-2-oxohexyl] phosphate","","Biomolecular Interactions and Pathways|Literature|Patents|Pharmacology and Biochemistry",4,"",20150306,"BioCyc|Google Patents|Thieme Chemistry","Curation Efforts|Journal Publishers|Research and Development|Subscription Services",""
91696525,"D-(-)-Fructose, pentakis(trimethylsilyl) ether, pentafluorobenzyloxime (isomer 1)","D-(-)-Fructose, pentakis(trimethylsilyl) ether, pentafluorobenzyloxime (isomer 1)",736.100,"C28H54F5NO6Si5",67.700,923.000,"",45,0,12,18,"InChI=1S/C28H54F5NO6Si5/c1-41(2,3)36-17-20(34-35-16-19-22(29)24(31)26(33)25(32)23(19)30)27(39-44(10,11)12)28(40-45(13,14)15)21(38-43(7,8)9)18-37-42(4,5)6/h21,27-28H,16-18H2,1-15H3/b34-20+","C[Si](C)(C)OCC(C(C(/C(=N/OCC1=C(C(=C(C(=C1F)F)F)F)F)/CO[Si](C)(C)C)O[Si](C)(C)C)O[Si](C)(C)C)O[Si](C)(C)C","VHKJPGVPVINPNZ-QXUDOOCXSA-N","(E)-N-[(2,3,4,5,6-pentafluorophenyl)methoxy]-1,3,4,5,6-pentakis(trimethylsilyloxy)hexan-2-imine","","",0,"",20150428,"NIST Mass Spectrometry Data Center","Governmental Organizations",""
100930407,"1-O-Allyl-6-O-(alpha-D-glucopyranosyl)-D-fructose","1-O-Allyl-6-O-(alpha-D-glucopyranosyl)-D-fructose",382.360,"C15H26O11",186.000,445.000,-3.700,26,7,11,11,"InChI=1S/C15H26O11/c1-2-3-24-5-7(17)10(19)11(20)8(18)6-25-15-14(23)13(22)12(21)9(4-16)26-15/h2,8-16,18-23H,1,3-6H2/t8-,9-,10-,11-,12-,13+,14-,15+/m1/s1","C=CCOCC(=O)[C@H]([C@@H]([C@@H](CO[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O)O)O","NSUPEINDBBONNR-BWNCYFABSA-N","(3S,4R,5R)-3,4,5-trihydroxy-1-prop-2-enoxy-6-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyhexan-2-one","","",0,"",20151211,"Japan Chemical Substance Dictionary (Nikkaji)","Governmental Organizations",""
101003255,"3-O,4-O:5-O,6-O-Diisopropylidene-1-[(R)-alpha-hydroxybenzyl]-1-deoxy-L-fructose","3-O,4-O:5-O,6-O-Diisopropylidene-1-[(R)-alpha-hydroxybenzyl]-1-deoxy-L-fructose",350.400,"C19H26O6",74.200,482.000,1.300,25,1,6,5,"InChI=1S/C19H26O6/c1-18(2)22-11-15(23-18)17-16(24-19(3,4)25-17)14(21)10-13(20)12-8-6-5-7-9-12/h5-9,13,15-17,20H,10-11H2,1-4H3/t13-,15+,16+,17+/m1/s1","CC1(OC[C@H](O1)[C@H]2[C@@H](OC(O2)(C)C)C(=O)C[C@H](C3=CC=CC=C3)O)C","BKRMWVSIMXAMBQ-IWCQGFGOSA-N","(3R)-1-[(4R,5S)-5-[(4S)-2,2-dimethyl-1,3-dioxolan-4-yl]-2,2-dimethyl-1,3-dioxolan-4-yl]-3-hydroxy-3-phenylpropan-1-one","","",0,"",20151215,"Japan Chemical Substance Dictionary (Nikkaji)","Governmental Organizations",""
101479485,"1-(Cyclopentylphenylamino)-1-deoxy-D-fructose","1-(Cyclopentylphenylamino)-1-deoxy-D-fructose",323.400,"C17H25NO5",101.000,366.000,0.500,23,4,6,8,"InChI=1S/C17H25NO5/c19-11-15(21)17(23)16(22)14(20)10-18(13-8-4-5-9-13)12-6-2-1-3-7-12/h1-3,6-7,13,15-17,19,21-23H,4-5,8-11H2/t15-,16-,17-/m1/s1","C1CCC(C1)N(CC(=O)[C@H]([C@@H]([C@@H](CO)O)O)O)C2=CC=CC=C2","XWGHEYATFLVJPR-BRWVUGGUSA-N","(3S,4R,5R)-1-(N-cyclopentylanilino)-3,4,5,6-tetrahydroxyhexan-2-one","","",0,"",20151218,"Japan Chemical Substance Dictionary (Nikkaji)","Governmental Organizations",""
101479483,"1-[Ethyl(4-chlorophenyl)amino]-1-deoxy-D-fructose","1-[Ethyl(4-chlorophenyl)amino]-1-deoxy-D-fructose",317.760,"C14H20ClNO5",101.000,323.000,0.300,21,4,6,8,"InChI=1S/C14H20ClNO5/c1-2-16(10-5-3-9(15)4-6-10)7-11(18)13(20)14(21)12(19)8-17/h3-6,12-14,17,19-21H,2,7-8H2,1H3/t12-,13-,14-/m1/s1","CCN(CC(=O)[C@H]([C@@H]([C@@H](CO)O)O)O)C1=CC=C(C=C1)Cl","WHLCIFDQJUVTEU-MGPQQGTHSA-N","(3S,4R,5R)-1-(4-chloro-N-ethylanilino)-3,4,5,6-tetrahydroxyhexan-2-one","","",0,"",20151218,"Japan Chemical Substance Dictionary (Nikkaji)","Governmental Organizations",""
101609591,"D-Fructose 1,6-bis(phosphoric acid hydrogen sodium) salt","D-Fructose 1,6-bis(phosphoric acid hydrogen sodium) salt",384.080,"C6H12Na2O12P2",217.000,399.000,"",22,5,12,8,"InChI=1S/C6H14O12P2.2Na/c7-3(1-17-19(11,12)13)5(9)6(10)4(8)2-18-20(14,15)16;;/h3,5-7,9-10H,1-2H2,(H2,11,12,13)(H2,14,15,16);;/q;2*+1/p-2/t3-,5-,6-;;/m1../s1","C([C@H]([C@H]([C@@H](C(=O)COP(=O)(O)O)O)O)O)OP(=O)([O-])[O-].[Na+].[Na+]","LYKDOTPZGJKFQV-ABICQQBESA-L","disodium;[(2R,3R,4S)-2,3,4-trihydroxy-5-oxo-6-phosphonooxyhexyl] phosphate","","",0,"",20151218,"Aurora Fine Chemicals LLC|Japan Chemical Substance Dictionary (Nikkaji)","Chemical Vendors|Governmental Organizations|Legacy Depositors",""
101947979,"1-O-alpha-D-Glucopyranosyl-1-thio-D-fructose","1-O-alpha-D-Glucopyranosyl-1-thio-D-fructose",372.350,"C12H20O11S",230.000,447.000,-4.100,24,8,12,8,"InChI=1S/C12H20O11S/c13-1-3(15)5(16)7(18)10(21)12(24)23-11-9(20)8(19)6(17)4(2-14)22-11/h3-9,11,13-20H,1-2H2/t3-,4-,5-,6-,7+,8+,9-,11-/m1/s1","C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC(=S)C(=O)[C@H]([C@@H]([C@@H](CO)O)O)O)O)O)O)O","OTMOBBQHXZDAKY-ZLUPWNAMSA-N","O-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] (3S,4R,5R)-3,4,5,6-tetrahydroxy-2-oxohexanethioate","","",0,"",20151218,"Japan Chemical Substance Dictionary (Nikkaji)","Governmental Organizations",""
101954253,"3-O,6-O-Dibenzoyl-4-O-(2-O,3-O,4-O,6-O-tetrabenzoyl-beta-D-galactopyranosyl)-1,5-anhydro-D-fructose (E)-oxime","3-O,6-O-Dibenzoyl-4-O-(2-O,3-O,4-O,6-O-tetrabenzoyl-beta-D-galactopyranosyl)-1,5-anhydro-D-fructose (E)-oxime",963.900,"C54H45NO16",218.000,1790.000,9.300,71,1,17,22,"InChI=1S/C54H45NO16/c56-48(34-19-7-1-8-20-34)64-32-41-44(43(40(55-62)31-63-41)67-50(58)36-23-11-3-12-24-36)71-54-47(70-53(61)39-29-17-6-18-30-39)46(69-52(60)38-27-15-5-16-28-38)45(68-51(59)37-25-13-4-14-26-37)42(66-54)33-65-49(57)35-21-9-2-10-22-35/h1-30,41-47,54,62H,31-33H2/b55-40-/t41-,42-,43-,44-,45+,46+,47-,54+/m1/s1","C1/C(=N/O)/[C@H]([C@@H]([C@H](O1)COC(=O)C2=CC=CC=C2)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)COC(=O)C4=CC=CC=C4)OC(=O)C5=CC=CC=C5)OC(=O)C6=CC=CC=C6)OC(=O)C7=CC=CC=C7)OC(=O)C8=CC=CC=C8","LYECTNPJRRFZAB-DRTSAYOBSA-N","[(2R,3S,4R,5Z)-4-benzoyloxy-5-hydroxyimino-3-[(2S,3R,4S,5S,6R)-3,4,5-tribenzoyloxy-6-(benzoyloxymethyl)oxan-2-yl]oxyoxan-2-yl]methyl benzoate","","",0,"",20151219,"Japan Chemical Substance Dictionary (Nikkaji)","Governmental Organizations",""
102575499,"1-O,3-O-Bis(tert-butyldimethylsilyl)-5-O,6-O-isopropylidene-D-fructose","1-O,3-O-Bis(tert-butyldimethylsilyl)-5-O,6-O-isopropylidene-D-fructose",448.700,"C21H44O6Si2",74.200,575.000,"",29,1,6,10,"InChI=1S/C21H44O6Si2/c1-19(2,3)28(9,10)25-13-15(22)18(27-29(11,12)20(4,5)6)17(23)16-14-24-21(7,8)26-16/h16-18,23H,13-14H2,1-12H3/t16-,17-,18-/m1/s1","CC1(OC[C@@H](O1)[C@H]([C@@H](C(=O)CO[Si](C)(C)C(C)(C)C)O[Si](C)(C)C(C)(C)C)O)C","DUOTWOQDBRRJLE-KZNAEPCWSA-N","(3S,4R)-1,3-bis[[tert-butyl(dimethyl)silyl]oxy]-4-[(4R)-2,2-dimethyl-1,3-dioxolan-4-yl]-4-hydroxybutan-2-one","","Literature",1,"",20160102,"Japan Chemical Substance Dictionary (Nikkaji)|Thieme Chemistry","Governmental Organizations|Journal Publishers|Subscription Services",""
119097275,"D-Fructose oxime","D-fructose oxime|20275-01-8",195.170,"C6H13NO6",134.000,173.000,-3.000,13,6,7,5,"InChI=1S/C6H13NO6/c8-1-3(7-13)5(11)6(12)4(10)2-9/h4-6,8-13H,1-2H2/b7-3+/t4-,5-,6-/m1/s1","C([C@H]([C@H]([C@@H](/C(=N/O)/CO)O)O)O)O","JXJAZDGHVQKRMI-ZNOAIETMSA-N","(2R,3S,4R,5E)-5-hydroxyiminohexane-1,2,3,4,6-pentol","","",0,"",20160614,"Chemhere","Chemical Vendors",""
121011383,"D-Fructose-(2,4-dichloro-phenylhydrazone)","D-fructose-(2,4-dichloro-phenylhydrazone)|98108-23-7",339.170,"C12H16Cl2N2O5",126.000,348.000,0.700,21,6,7,7,"InChI=1S/C12H16Cl2N2O5/c13-6-1-2-8(7(14)3-6)15-16-9(4-17)11(20)12(21)10(19)5-18/h1-3,10-12,15,17-21H,4-5H2/b16-9+/t10-,11-,12-/m1/s1","C1=CC(=C(C=C1Cl)Cl)N/N=C(\\CO)/[C@H]([C@@H]([C@@H](CO)O)O)O","OQTCXTYSUUHXKU-FEMVOYPESA-N","(2R,3S,4R,5E)-5-[(2,4-dichlorophenyl)hydrazinylidene]hexane-1,2,3,4,6-pentol","","",0,"",20160616,"Chemhere","Chemical Vendors",""
121494039,"D-Fructose-5-13C","D-fructose-5-13C|635325-97-2",181.150,"C6H12O6",110.000,162.000,-2.800,12,5,6,1,"InChI=1S/C6H12O6/c7-2-6(11)5(10)4(9)3(8)1-12-6/h3-5,7-11H,1-2H2/t3-,4-,5+,6?/m1/s1/i3+1","C1[13C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O","LKDRXBCSQODPBY-LJHGAWRKSA-N","(3S,4R,5R)-2-(hydroxymethyl)(513C)oxane-2,3,4,5-tetrol","","",0,"",20160827,"Omicron Biochemicals, Inc.","Chemical Vendors",""
124106743,"4-O-Galactopyranosyl-d-fructose","4-O-galactopyranosyl-d-fructose|SCHEMBL18279872",342.300,"C12H22O11",197.000,378.000,-4.800,23,8,11,8,"InChI=1S/C12H22O11/c13-1-4(16)7(18)11(5(17)2-14)23-12-10(21)9(20)8(19)6(3-15)22-12/h5-15,17-21H,1-3H2/t5-,6-,7-,8+,9+,10-,11-,12?/m1/s1","C([C@@H]1[C@@H]([C@@H]([C@H](C(O1)O[C@H]([C@@H](CO)O)[C@@H](C(=O)CO)O)O)O)O)O","PFCRQPBOOFTZGQ-YNOTTXDASA-N","(3S,4R,5R)-1,3,5,6-tetrahydroxy-4-[(3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyhexan-2-one","","Literature|Patents",2,"",20170218,"Google Patents|PATENTSCOPE (WIPO)|Springer Nature|SureChEMBL","Curation Efforts|Governmental Organizations|Journal Publishers|Research and Development",""
134820615,"Ethyl fructose","ethyl fructose",208.210,"C8H16O6",118.000,183.000,-2.300,14,5,6,6,"InChI=1S/C8H16O6/c1-2-4(10)6(12)8(14)7(13)5(11)3-9/h4-5,7-11,13-14H,2-3H2,1H3/t4?,5-,7-,8-/m1/s1","CCC(C(=O)[C@H]([C@@H]([C@@H](CO)O)O)O)O","ZDGLJWKFSUNQQE-AHRLMGFFSA-N","(5S,6R,7R)-3,5,6,7,8-pentahydroxyoctan-4-one","","Literature|Patents",2,"",20181020,"Google Patents|PATENTSCOPE (WIPO)|Springer Nature","Governmental Organizations|Journal Publishers|Research and Development",""
134715835,"D-Fructose 1,6-bisphosphate trisodium salt hydrate","D-Fructose 1,6-bisphosphate trisodium salt hydrate|Sodium (3S,4R,5R)-6-((hydrogenphosphonato)oxy)-3,4,5-trihydroxy-2-oxohexyl phosphate xhydrate|81028-91-3|41012-14-0|MFCD00068321|Sodium (3S,4R,5R)-6-((hydrogenphosphonato)oxy)-3,4,5-trihydroxy-2-oxohexyl phosphate hydrate",424.080,"C6H13Na3O13P2",221.000,396.000,"",24,5,13,8,"InChI=1S/C6H14O12P2.3Na.H2O/c7-3(1-17-19(11,12)13)5(9)6(10)4(8)2-18-20(14,15)16;;;;/h3,5-7,9-10H,1-2H2,(H2,11,12,13)(H2,14,15,16);;;;1H2/q;3*+1;/p-3/t3-,5-,6-;;;;/m1..../s1","C([C@H]([C@H]([C@@H](C(=O)COP(=O)([O-])[O-])O)O)O)OP(=O)(O)[O-].O.[Na+].[Na+].[Na+]","ISLNIFDAODOXHN-GNWSQLALSA-K","trisodium;[(3S,4R,5R)-3,4,5-trihydroxy-6-[hydroxy(oxido)phosphoryl]oxy-2-oxohexyl] phosphate;hydrate","","Literature|Patents",2,"",20180828,"abcr GmbH|Ambeed|BLD Pharm|Chem-Space.com Database|Hairui Chemical|MolPort|PATENTSCOPE (WIPO)|Springer Nature|Win-Win Chemical","Chemical Vendors|Governmental Organizations|Journal Publishers",""
134687883,"D-Fructose-2,6-bisphosphate tetrasodium salt","77164-51-3|D-Fructose-2,6-bisphosphate tetrasodium salt|tetrasodium mono(((2R,3S,4S,5S)-3,4-dihydroxy-5-(hydroxymethyl)-5-(phosphonooxy)tetrahydrofuran-2-yl)methyl hydrogenphosphate)",431.070,"C6H13Na4O12P2+3",206.000,425.000,"",24,6,12,6,"InChI=1S/C6H14O12P2.4Na/c7-2-6(18-20(13,14)15)5(9)4(8)3(17-6)1-16-19(10,11)12;;;;/h3-5,7-9H,1-2H2,(H2,10,11,12)(H2,13,14,15);;;;/q;4*+1/p-1/t3-,4-,5+,6+;;;;/m1..../s1","C([C@@H]1[C@H]([C@@H]([C@](O1)(CO)OP(=O)(O)O)O)O)OP(=O)(O)[O-].[Na+].[Na+].[Na+].[Na+]","HRWJRILOKCMHJM-UXOALJNESA-M","tetrasodium;[(2R,3S,4S,5S)-3,4-dihydroxy-5-(hydroxymethyl)-5-phosphonooxyoxolan-2-yl]methyl hydrogen phosphate","","",0,"",20180717,"3B Scientific (Wuhan) Corp","Chemical Vendors",""
